Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited
Men's adidas Outdoor Volantis II Shoes,CK9866,5499,2749,50,Adidas SPORT PERFORMANCE,"These hiking shoes have a sturdy suede upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails.",4.5,4,2020-04-13T15:07:16
Men's adidas Originals Deerupt S Shoes,EE5654,10999,6599,40,Adidas ORIGINALS,"Deerupt is made to move and defined by its minimalist design. These slip-on shoes show off a striking design with a wave-shaped welded TPU overlay. The flexible stretch upper delivers a snug, comfortable feel.",3.1,50,2020-04-13T15:07:16
Men's adidas Originals Superstar Pure Shoes,FV3013,11999,11999,0,Adidas ORIGINALS,"These trainers born in the '70s keep the look classic with nubuck upper. They feature all the authentic details, including the signature rubber shell toe.",3.9,10,2020-04-13T15:07:16
Women's adidas Running Ultraboost 19 Shoes,F35282,15999,11199,30,Adidas SPORT PERFORMANCE,Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,4.6,80,2020-04-13T15:07:16
Men's adidas Originals ZX 4000 4D Shoes,EF9624,27999,27999,0,Adidas ORIGINALS,"The ZX trainers series resets the running scene in the '80s with a high-tech approach based on studying the physics of human motion. Fusing nostalgia with modern innovation, these streetwear shoes feature a snug, sock-like adidas Primeknit upper and a cutting-edge adidas 4D midsole. The revolutionary data-driven design gives you stability and controlled energy return for an ultra-responsive ride.",3.5,18,2020-04-13T15:07:16
Men's adidas Outdoor Volantis II Shoes,CK9865,5499,2749,50,Adidas SPORT PERFORMANCE,"These hiking shoes have a sturdy suede upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails.",2.8,5,2020-04-13T15:07:16
Women's adidas Running Ultraboost 19 Shoes,F34073,16999,11899,30,Adidas SPORT PERFORMANCE,Ultraboost reinvented. These running shoes reboot key performance technologies to give you a confident and energy-filled run. The knit upper has a second-skin fit and is built with motion-weave technology for adaptive stretch and support. Dual-density cushioning delivers medial support and an energized ride.,4.2,4,2020-04-13T15:07:16
Women's adidas Originals Pharrell Williams Tennis HU Shoes,D96551,8999,4499,50,Adidas ORIGINALS,"Designed in collaboration with the multitalented Pharrell Williams, these shoes remix sleek court lines with creative flair. The flexible knit upper has a soft, sock-like feel that hugs the foot. The clean, monochrome tone is contrasted by a high-texture EVA midsole.",4.5,27,2020-04-13T15:07:16
NAHA,CK9784,5999,2999,50,Adidas SPORT PERFORMANCE,No description,1.5,19,2020-04-13T15:07:16
Women's adidas Sport Inspired Questar Summer Shoes,F36512,5599,2799,50,Adidas CORE / NEO,Take on the heat. The airy mesh build of these running-inspired shoes offers cool relief during the summer months. The streamlined look flashes a shiny midfoot cage and contrast 3-Stripes on the sides. Ultra-plush cushioning brings comfort to every step.,3.4,36,2020-04-13T15:07:16
Women's adidas Running Ultraboost 19 Shoes,F35283,15999,11199,30,Adidas SPORT PERFORMANCE,Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,2.5,10,2020-04-13T15:07:16
Men's adidas Originals 424 Pro Model Shoes,EG3096,16999,16999,0,Adidas ORIGINALS,"The heritage Pro Model returns in a collaboration between adidas and L.A. streetwear brand 424. Channelling the clean, striking style the label is known for, this version has a sleek monochromatic leather upper that effortlessly merges with a thick rubber cupsole. 424 signs off the look with a signature flash of red on the heel.",4.1,2,2020-04-13T15:07:16
Women's Running Asweego Shoes,EG3115,7599,7599,0,Adidas CORE / NEO,Shoes with flexibility and responsiveness for multisport training. These shoes have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,3.6,40,2020-04-13T15:07:16
Men's Originals Gazelle Shoes,EF5550,7999,7999,0,Adidas ORIGINALS,"Everyone from footie fans to skaters to B-boys to indie rockers loves their Gazelles. So we didn't change a thing. These shoes are a one-to-one reissue of the 1991 adidas Gazelle design. Soft suede combines with serrated 3-Stripes and a dimpled rubber outsole. Yeah, that's the look.",2.4,18,2020-04-13T15:07:16
Men's adidas Originals ZX 4000 4D Shoes,EF9623,27999,27999,0,Adidas ORIGINALS,"The ZX trainers series resets the running scene in the '80s with a high-tech approach based on studying the physics of human motion. Fusing nostalgia with modern innovation, these streetwear shoes feature a snug, sock-like adidas Primeknit upper and a cutting-edge adidas 4D midsole. The revolutionary data-driven design gives you stability and controlled energy return for an ultra-responsive ride.",3.1,62,2020-04-13T15:07:16
WoMen's adidas RUNNING KIVARO SL SHOES,CJ3410,4599,2299,50,Adidas CORE / NEO,"The adidas KIVARO SL Slip-ons for men. Crafted for simple, natural comfort, these slip-on running shoes feature mesh and textile upper with an elastic strap for a snug fit and easy on and off. The integrated sockliner supports natural movement of the foot with optimum comfort. IMEVA midsole offers optimum comfort to your feet.",3.5,24,2020-04-13T15:07:16
Unisex ADIDAS SKATEBOARDING ADI-EASE VULCANIZED SHOES,CQ1061,6999,3499,50,Adidas ORIGINALS,"Iconic style meets skate-specific features in these shoes built to handle any situation. The jacquard upper lends style and durability, while a low-profile vulcanized rubber tread is made for grip and stability.",3.5,67,2020-04-13T15:07:16
Women's adidas PUREBOOST X ALL TERRAIN Shoes,BB4014,10999,4400,60,Adidas SPORT PERFORMANCE,"A running shoe designed for the contours of a female foot, the adidas Pureboost X ATR shoes for women. Providing robust adaptability, the floating arch hugs the foot giving it a sock-like fit and slimming look The Welded Overlays on the upper eliminate stitching and offers support, stability, and aesthetics. The STRETCHWEB optimized outsole pattern works hand in hand. With a full BOOST midsole, this shoe radiates her energy from the inside out giving maximum cushioning for exceptional performance when you run. The BOOST Foam offers the best energy return in the marketplace due to thousands of energy capsules storing and unleashing energy by every step.",4.7,96,2020-04-13T15:07:16
Women's adidas Vengeful Boost Running Shoes,AQ6095,10999,4400,60,Adidas SPORT PERFORMANCE,The adidas Vengeful Boost Running shoes for women. Contrasting designs on the medial and lateral sides give an intimidating look while the extra support on the medial side provides optimal overall stability. The highly-breathable Stretch-Mesh upper offers all-temperature comfort and the BOOST Foam provides ultra responsive comfort and cushioning combined with unmatched longevity in every climate. It stores and unleashes energy every time the foot hits the ground. The STRETCH WEB outsole adapts to every runner's foot strike by unleashing the full potential of BOOST to provide a smoother and more flexible ride.,2.2,49,2020-04-13T15:07:16
Men's Originals Drop Step Shoes,EF7135,7599,7599,0,Adidas ORIGINALS,"Lace 'em up, lace 'em down. The mid-cut adidas Drop Step Shoes boast pure '80s basketball DNA and funky-fresh streetwise style. Don't blink. The padded leather upper flashes brilliant metallic accents.",1.0,99,2020-04-13T15:07:16
Women's Running CC Cosmic Boost Shoes,B44500,9999,4000,60,Adidas SPORT PERFORMANCE,Feel as cool as you look with these adidas CC Cosmic Boost shoes for women. Dynamic adidas Primeknit technology promotes sock-like fit and natural flex. CLIMACHILLÂ® offers the ultimate 360Â° active ventilation sensation while the Boostâ?¢ Foam offers the best energy return due to thousands of energy capsules storing and unleashing energy by every step.,3.1,60,2020-04-13T15:07:17
Unisex Football Predator Mutator 20.1 Firm Ground Boots,EF1629,14999,14999,0,Adidas SPORT PERFORMANCE,"You're not cheating the system. You're just bending the rules. Find your unfair advantage and transform your game with the all-new adidas Predator. The knit textile upper on these football boots wraps around your foot for a true 360-degree fit, while the mid-cut design supports your ankle. Rubber spines grip the ball for unmatched swerve, while a split outsole helps you dominate. Take control in Predator Mutator 20.1 Firm Ground Boots.",2.8,60,2020-04-13T15:07:17
WOMEN'S ADIDAS SWIM CLOUDFOAM FLIP FLOPS,B43600,3299,1649,50,Adidas CORE / NEO,A minimalist design with maximum post-workout comfort. These women's thong sandals feature a soft strap connected to a Cloudfoam footbed that cushions every step and dries quickly. A durable rubber outsole adds long-lasting wear.,3.3,70,2020-04-13T15:07:17
Men's Originals Ozweego Shoes,EG8735,11999,11999,0,Adidas ORIGINALS,"Blaze forward. Inspired by adidas Originals shoes of the late '90s, the OZWEEGO boasts a runner's silhouette and futuristic details like reflective piping, bold lines and a sock-like fit.",2.7,59,2020-04-13T15:07:17
Women's adidas Swim Adilette Aqua Slides,G28713,1799,1799,0,Adidas CORE / NEO,An iconic style for slick surfaces. These quick-drying slides flash 3-Stripes across the bandage-style upper. Plush cushioning in the footbed provides the ultimate in comfort in and out of the shower.,3.2,2,2020-04-13T15:07:17
Unisex adidas Originals Continental Vulc Shoes,EF3538,6599,3959,40,Adidas ORIGINALS,"The popular adidas Continentals in a new look and feel. These shoes boast a canvas and suede upper. The vulcanized sole unit features a gum sole complete with trefoil branding underneath and a grooved toe cap, which wraps around its two-piece sole unit construction.",2.5,57,2020-04-13T15:07:17
WOMEN'S ADIDAS ELEVATE SANDALS,CJ9005,2799,1399,50,Adidas SPORT PERFORMANCE,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,1.0,7,2020-04-13T15:07:17
WOMEN'S ADIDAS TENNIS ADIZERO CLUB 2.0 SHOES,AH2156,6999,3499,50,Adidas SPORT PERFORMANCE,"Built for the cut-and-thrust of club play, these lightweight tennis shoes keep every part of your foot refreshed and ready for the next point. Their snug mesh upper locks your foot down, while a supportive chassis provides stability at high speeds. A layer of full-length cushioning aids take-offs and landings, while the durable outsole excels on multiple surfaces.",2.7,0,2020-04-13T15:07:17
Men's adidas Originals Yung-1 Shoes,FV6447,10999,10999,0,Adidas ORIGINALS,"Inspired by turn-of-the-millennium styles, the Yung-1 shoes have a chunky shape and a distinctly retro vibe. This version features a mixed material upper with printed pony hair leather and colour-shifting Xeno material. Everything rides on a sculpted EVA midsole for all-day comfort with a stable feel.",4.4,85,2020-04-13T15:07:17
Women's ADIDAS TENNIS BARRICADE CLUB SHOES,CM7767,8999,4499,50,Adidas SPORT PERFORMANCE,"The adidas Barricade Club tennis shoes for women feature long-lasting durability due to a breathable, supportive mesh upper material. Adiwear 6 provides secure grip in all directions due to an extremely durable outsole rubber.",3.6,55,2020-04-13T15:07:17
Unisex ADIDAS RUNNING LITE RACER SHOES,DB0646,3999,2399,40,Adidas CORE / NEO,"Extremely functional and subtle adidas Neo Lite Racer unisex Running shoes. Made with Suede and Mesh mix, it has a Mesh toe with ORTHOLITE foam insole for superior comfort on the run. The running 3-Stripes on the sides along with adidas Neo logo on the back and all-over print on the upper add to it's appeal.",2.0,6,2020-04-13T15:07:17
Women's adidas Tennis GameCourt Shoes,CG6367,5999,2999,50,Adidas SPORT PERFORMANCE,Serve up some style when you hit the club. The breathable mesh upper on these lightweight tennis shoes hugs your foot to support every move. A cushioned midsole keeps you comfortable from the moment you pull them on. The durable outsole stands up to every serve and slide as you improve your game.,4.4,78,2020-04-13T15:07:17
Women's ADIDAS TENNIS ADIZERO CLUB SHOES,CM7741,7999,3999,50,Adidas SPORT PERFORMANCE,"Out-hustle your opponent in these women's lightweight tennis shoes. Specifically designed for a woman's foot, they feature a breathable mesh upper with climacoolÂ® ventilation for maximum airflow. Impact-absorbent ADIPRENEÂ®+ cushions your landings, while the ADIWEARâ?¢ outsole is built to last.",3.5,47,2020-04-13T15:07:17
WOMEN'S ADIDAS OUTDOOR ELEVATE SANDALS,CJ9006,2799,1399,50,Adidas SPORT PERFORMANCE,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,4.7,21,2020-04-13T15:07:17
WOMEN'S ADIDAS OUTDOOR TERREX TRACEROCKER SHOES,AC7943,4999,2999,40,Adidas SPORT PERFORMANCE,"Lightweight and durable, these women's trail running shoes are designed with a women's-specific fit for light trails. They feature a breathable mesh upper and EVA midsole cushioning. A rugged TRAXIONâ?¢ outsole maximises grip in all directions.",3.6,78,2020-04-13T15:07:17
WOMEN'S ADIDAS TENNIS ADIZERO CLUB SHOES,CG6364,5999,2999,50,Adidas SPORT PERFORMANCE,Keep your cool when it's all on the line. These lightweight tennis shoes have a breathable mesh upper to keep air circulating when the heat is on. Their foot-hugging construction and supportive chassis offer a stable ride. The durable outsole stands up to every serve and slide as you improve your game.,4.4,50,2020-04-13T15:07:17
Women's adidas Outdoor Terrex Tracerocker Shoes,BC0534,5599,3359,40,Adidas SPORT PERFORMANCE,"Lightweight and durable, these women's trail running shoes are designed with a women's-specific fit for light trails. They feature a breathable mesh upper and EVA midsole cushioning. A rugged TRAXIONâ?¢ outsole maximises grip in all directions.",2.4,98,2020-04-13T15:07:17
WOMEN'S ADIDAS OUTDOOR MOBE SANDALS,CK1081,2499,1249,50,Adidas SPORT PERFORMANCE,Stylish and sleek adidas Mobe sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,2.9,89,2020-04-13T15:07:17
Women's adidas Running Asweego Shoes,F37022,6999,3499,50,Adidas CORE / NEO,Shoes with flexibility and responsiveness for multisport training. These running shoes for women have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,3.4,29,2020-04-13T15:07:18
Women's adidas Tennis Game Court Shoes,EE3812,5999,3599,40,Adidas SPORT PERFORMANCE,Serve up some style when you hit the club. The breathable mesh upper on these lightweight tennis shoes hugs your foot to support every move. A cushioned midsole keeps you comfortable from the moment you pull them on. The durable outsole stands up to every serve and slide as you improve your game.,2.4,40,2020-04-13T15:07:18
Women's adidas Tennis CourtJam Bounce Shoes,G26834,8999,5399,40,Adidas SPORT PERFORMANCE,Rule the court in these lightweight tennis shoes. Their breathable mesh upper includes TPU on the vamp for durability. Flexible cushioning keeps you flying while midfoot support ensures you stay grounded for every shot. The sturdy outsole stands up to intense play as you perfect your game.,2.8,71,2020-04-13T15:07:18
Women's adidas Running Ultraboost 19 Shoes,B75879,15999,11199,30,Adidas SPORT PERFORMANCE,Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,3.8,46,2020-04-13T15:07:18
Unisex Originals CRAIG GREEN KONTUUR I SHOES,FV6794,23999,23999,0,Adidas ORIGINALS,Live for the unpredictable. London-born designer Craig Green brings unexpected whimsy and dramatic style to his collaboration with adidas. The Kontuur I shoes blend his signature quilted design with an adidas Kamanda outsole to create an inventive style that's rich in texture.,4.1,81,2020-04-13T15:07:18
Women's adidas Tennis SoleMatch Bounce Shoes,G26790,12999,7799,40,Adidas SPORT PERFORMANCE,These tennis shoes offer you a firm foothold on your rise to the top. They have a TPU chassis that wraps around the foot for stability. Abrasion-resistant materials protect high-risk areas from the wear and tear of intense action on court. A cushioned midsole adds comfort and flexibility to keep you on the front foot.,3.1,65,2020-04-13T15:07:18
Women's adidas Running Astrarun Shoes,EH1524,9999,6999,30,Adidas SPORT PERFORMANCE,Your go-to shoe for building strength and endurance. Lace up these adidas running shoes ad head out the door feeling confident. They have a breathable mesh upper that helps keep feet cool. A combination of cushioning technologies provides comfort and energy return in every stride. The heel counter allows the Achilles to move naturally for an unrestricted fit.,4.7,23,2020-04-13T15:07:18
Women's adidas Tennis Adizero Club Shoes,G26548,7999,4799,40,Adidas SPORT PERFORMANCE,Keep your cool when it's all on the line. These lightweight tennis shoes have a breathable mesh upper to keep air circulating when the heat is on. Their foot-hugging construction and supportive chassis offer a stable ride. The durable outsole stands up to every serve and slide as you improve your game.,2.2,81,2020-04-13T15:07:18
WOMEN'S ADIDAS SWIM ADILETTE COMFORT SLIDES,B42122,2999,1799,40,Adidas CORE / NEO,"Slip on these sandals when your workout is over. A pillow-soft cushioned footbed matches the shape of your foot, while the 3-Stripes on the strap makes them classic Adilette slides.",3.6,33,2020-04-13T15:07:18
Unisex adidas Badminton Wucht P5.1 Shoes,F99913,7999,4799,40,Adidas SPORT PERFORMANCE,High-tech meets super comfort in these performance-driven adidas badminton shoes. These unisex shoes have a snug-fitting synthetic upper with a comfortable Bounce midsole. The High wrap Rubber outsole provide maximum flexibility to your feet.,2.4,76,2020-04-13T15:07:18
Women's adidas by Stella Mccartney Running UltraBoost T Shoes,EG1073,17999,17999,0,Adidas SPORT PERFORMANCE,"Turn it up a notch. The dream of a running sandal is brought to life with the Ultraboost T Shoes. Continuing to take a high fashion approach to innovation, adidas and Stella McCartney combine the breathability of a sandal with the support of a running shoe. The result? Your most comfortable run yet.",3.8,76,2020-04-13T15:07:18
Men's adidas Running Adizero Boston 8 Shoes,EG7893,12999,12999,0,Adidas SPORT PERFORMANCE,"Feel light, fast and focused as the road unspools in front of you. Even during your toughest interval training, feet stay cool in these adidas running shoes. Responsive cushioning returns energy to your stride. So you can push farther than you thought possible.",4.1,29,2020-04-13T15:07:18
Women's adidas Originals Fiorucci Adilette Slides,G28915,4599,2299,50,Adidas ORIGINALS,"Fiorucci brings its electric energy and carefree, joyful style to adidas Originals. A collaboration with the endlessly creative fashion brand, these Adilette slides embody the fun and optimism Fiorucci is known for. Fiorucci branding stands out on the bandage upper.",3.4,5,2020-04-13T15:07:18
WoMEN'S adidas RUNNING supernova SHOES,BB3484,10999,4400,60,Adidas SPORT PERFORMANCE,"Challenge yourself to a longer run with confidence in these women's shoes. A boostâ?¢ midsole combines with a flexible STRETCHWEB outsole for a responsive, energy-returning ride. The engineered mesh upper with seamless panels provides ventilated comfort, while the heel hugs and guides your foot.",5.0,46,2020-04-13T15:07:18
Women's adidas by Stella Mccartney Running UltraBoost Shoes,EG1069,17999,17999,0,Adidas SPORT PERFORMANCE,"adidas and Stella McCartney have been fusing the worlds of fashion and sport since 2005, bringing a refined edge to performance sportswear. The Ultraboost Shoes are packed with responsive cushioning, with the lightweight upper interpreting their energy through bold colours. Go ahead. Up your confidence, and your mileage.",3.3,24,2020-04-13T15:07:19
Women's adidas Tennis GameCourt Shoes,EG2015,5999,4199,30,Adidas SPORT PERFORMANCE,"Take control of every point. These adidas tennis shoes feature a breathable, snug upper that lets you rally all day without distraction. Step into your shots in soft comfort. Grip the hardcourt as you stay on your toes.",2.0,66,2020-04-13T15:07:19
Unisex Bascketball Pro Model 2G - Forbidden City Shoes,FW3138,9999,9999,0,Adidas SPORT PERFORMANCE,"Elevate B-ball legacy with a fresh outlook. These adidas basketball shoes revamp a classic look while celebrating the beginnings of Chinese New Year. Cut and pivot on the hardwood with a stable, locked-down feeling. Get buckets in cushioned comfort.",3.0,52,2020-04-13T15:07:19
Women's Running Boston Shoes,EF2212,17999,17999,0,Adidas SPORT PERFORMANCE,"Find your edge. Then push past it. Meeting the demands of long-distance runs, these adidas by Stella McCartney shoes fuel every step with unparalleled comfort and support. Ultra-lightweight, they keep the ride smooth with an advanced combination of cushioning technologies.",5.0,47,2020-04-13T15:07:19
Women's adidas by Stella Mccartney Running UltraBoost 20 Shoes,EG1071,17999,17999,0,Adidas SPORT PERFORMANCE,"Energy assured, from dusk until dawn. These shoes will get you moving like the wind, flowing like the ocean. An upper with yarn made from ocean plastic locks your feet in, the right way. Turning pollution into performance. The adidas Ultraboost 20 features improved cushioning, support and a flexible Primeknit upper. Adapting to the shape of your feet with every step. Built upon a durable BOOST midsole, responsive cushioning helps you find energy during the final stretch.Designed to run with confidence and style - our collaboration with Stella McCartney continues with the updated Ultraboost S. Forming a sleek silhouette, in a bold colourway to brighten every mile.",3.5,89,2020-04-13T15:07:19
Women's Running SL20 Shoes,EG2045,10999,10999,0,Adidas SPORT PERFORMANCE,"When your running shoes are comfortable, you don't think about your feet. You think about going a little farther. Or a little faster. You're free to push yourself in these adidas running shoes. The mesh upper is breathable and supportive. Cushioning in the midsole is light enough for explosive speed and responsive enough for total comfort.LIGHTWEIGHT COMFORT A breathable mesh upper has a supportive feel.GRIPS THE ROAD Continental Rubber outsole gives you extraordinary traction in wet and dry conditions.FEARLESS SPEED Lightstrike midsole cushioning energises with lightweight comfort.",3.1,33,2020-04-13T15:07:19
Women's adidas Running Edge Lux 3 Shoes,EE4036,7999,7999,0,Adidas SPORT PERFORMANCE,"These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles.",1.0,9,2020-04-13T15:07:19
Unisex Bascketball Pro Model 2G - Forbidden City + Shoes,FW5423,9999,9999,0,Adidas SPORT PERFORMANCE,"Elevate B-ball legacy with a fresh outlook. These adidas basketball shoes revamp a classic look while celebrating the beginnings of Chinese New Year. Cut and pivot on the hardwood with a stable, locked-down feeling. Get buckets in cushioned comfort.",2.4,26,2020-04-13T15:07:19
Women's adidas Running Edge Lux 3 Shoes,EG1287,7999,7999,0,Adidas SPORT PERFORMANCE,"These neutral running shoes have a women's-specific design, with a rounder heel that cradles the foot. The upper is made of lightweight stretch mesh for a barely there feel. Designed for indoor and outdoor running, the shoes feature springy cushioning to keep you comfortable over the miles.",2.7,14,2020-04-13T15:07:19
Women's Sport Inspired Roguera Shoes,EG2663,4999,4999,0,Adidas CORE / NEO,"Bring back the '80s in adidas style. These shoes mix retro-fitness inspiration with a modern silhouette, so you can wear them casually from sunrise to sundown. Make the 3-Stripes archives your own in a bold, modern way.",1.0,96,2020-04-13T15:07:19
Women's Tennis GameCourt Shoes,EG2017,5999,5999,0,Adidas SPORT PERFORMANCE,"Take control of every point. These adidas tennis shoes feature a breathable, snug upper that lets you rally all day without distraction. Step into your shots in soft comfort. Grip the hardcourt as you stay on your toes.",2.9,81,2020-04-13T15:07:19
Women's Running Ultraboost 20 Shoes,EG0719,16999,16999,0,Adidas SPORT PERFORMANCE,"Confidence from the ground up. These adidas running shoes are designed to turbo charge your daily miles. The knit upper offers stitched-in support based on motion capture technology. A soft, comfortable elastane heel allows for natural movement of the Achilles. Responsive cushioning helps keep transitions smooth and the energy flowing.",4.5,38,2020-04-13T15:07:19
Women's Running Ultraboost A.RDY Shoes,EH1208,16999,16999,0,Adidas SPORT PERFORMANCE,Feel the breeze. These adidas running shoes bring a cooling sensation to your hot-weather runs with a super-breathable knit upper. The transparent windows let bright socks show through. Responsive cushioning works with the flexible outsole to give you a smooth stride and endless energy. Feel icy cool with the transparent outsole and see-through 3-Stripes.,2.7,73,2020-04-13T15:07:20
Unisex adidas Originals by Alexander Wang Puff Trainer Shoes,EG4901,23999,23999,0,Adidas ORIGINALS,"Known for his playful aesthetic and party-ready spirit, Alexander Wang collaborates with adidas Originals on a collection that mixes athletics and hits of disco and soul style to create a fashion genre he calls ""club leisure."" These slip-on trainers have a sock-like upper with an exaggerated puffer look borrowed from winter wear. The lacing system features a stopper closure on the heel.",4.9,19,2020-04-13T15:07:20
Women's adidas Running Solar Drive 19 Shoes,EE4264,11999,11999,0,Adidas SPORT PERFORMANCE,Feel confident on your daily run. These women's shoes have a breathable mesh upper that's designed for an irritation-free fit. A Solar Propulsion Rail helps to guide the foot from touchdown to toe-off. Responsive cushioning returns energy to your stride.,4.0,6,2020-04-13T15:07:20
Women's Running Focus Magnolia Shoes,EG1096,9999,9999,0,Adidas SPORT PERFORMANCE,"Escape to your run. These adidas running shoes have a lightweight feel that helps you reconnect with yourself and leave stress behind. The stretchy knit upper fits like a glove and has a sheer midfoot panel that lets light shine through. The super lightweight midsole provides the right amount of responsiveness cushioning that's comfortable without weighing you down. Come back to your day recharged, reinvigorated, and ready to face whatever comes next.",3.6,22,2020-04-13T15:07:20
Women's adidas Running PulseBoost HD Shoes,EG1011,14999,14999,0,Adidas SPORT PERFORMANCE,"The city's full of surprises, but you can count on your run. These adidas shoes have a stretchy knit upper that fits like a sock and a wide forefoot platform for added stability. The responsive cushioning has a firm feel and provides support as you round corners and jump puddles.",3.3,87,2020-04-13T15:07:20
Women's Running SL 20 Shoes,EG2052,10999,10999,0,Adidas SPORT PERFORMANCE,"When your running shoes are comfortable everything else falls into place. Your speed, your rhythm, your breath. These adidas running shoes set you up for a great run. The mesh upper is breathable and supportive. Cushioning in the midsole is light enough for explosive speed and responsive enough for total comfort. 3-Stripes take cues from Japanese calligraphy. Look fast, feel fast, run fast.BREATHABLE COMFORT A lightweight mesh upper has a supportive feel.DEPENDABLE GRIP Continental Rubber outsole gives you extraordinary traction in wet and dry conditions.SNAPPY FEEL Lightstrike midsole cushioning delivers the optimal balance of light weight and responsiveness.",4.4,38,2020-04-13T15:07:20
Women's Running Ultraboost 20 Shoes,EG0720,16999,16999,0,Adidas SPORT PERFORMANCE,"Confidence from the ground up. These adidas running shoes are designed to turbo charge your daily miles. The knit upper offers stitched-in support based on motion capture technology. A soft, comfortable elastane heel allows for natural movement of the Achilles. Responsive cushioning helps keep transitions smooth and the energy flowing.",4.5,69,2020-04-13T15:07:20
Women's Tennis Laceless Hard Court Shoes,EF2696,14999,14999,0,Adidas SPORT PERFORMANCE,You play every single day so you need a shoe that's both durable and comfortable. These adidas tennis shoes have a cushioned midsole for enhanced comfort whether you're working on your groundstroke or playing best-of-five. A durable and supportive build lets you play on any type of court surface.,4.0,21,2020-04-13T15:07:20
Women's adidas Running Ultraboost 20 Shoes,EG0715,17999,17999,0,Adidas SPORT PERFORMANCE,"Confidence from the ground up. These adidas running shoes are designed to turbo charge your daily miles. The knit upper offers stitched-in support based on motion capture technology. A soft, comfortable elastane heel allows for natural movement of the Achilles. Responsive cushioning helps keep transitions smooth and the energy flowing.",3.9,17,2020-04-13T15:07:20
Women's adidas Training FitBounce Trainers,EE4614,7599,7599,0,Adidas SPORT PERFORMANCE,"Put your versatility on display in these adidas training shoes. The mesh upper keeps you cool. Midsole cushioning means unmatched comfort and an agile, springy feel. The outsole adds multidirectional traction on any surface.",5.0,35,2020-04-13T15:07:20
Unisex adidas Badminton Wucht P5.1 Shoes,EH1333,7999,7999,0,Adidas SPORT PERFORMANCE,High-tech meets super comfort in these performance-driven adidas badminton shoes. These unisex shoes have a snug-fitting synthetic upper with a comfortable Bounce midsole. The High wrap Rubber outsole provide maximum flexibility to your feet.,4.3,57,2020-04-13T15:07:20
Women's adidas Running SenseBounce+ Shoes,EF0524,8999,8999,0,Adidas SPORT PERFORMANCE,"Stay connected to the ground under your feet in these natural shoes. Designed to provide support for street running, they have a wide forefoot to give you a stable platform for quick side-to-side movement. Flexible cushioning provides long-lasting comfort for longer runs. The knit upper has a sock-like collar for a snug feel.",4.4,98,2020-04-13T15:07:20
Women's adidas by Stella Mccartney Running UltraBoost 20 Shoes,EH1847,17999,17999,0,Adidas SPORT PERFORMANCE,"Turning pollution into performance. The adidas Ultraboost S - in collaboration with Stella McCartney - uses Primeblue yarn made from plastic bottles that are intercepted from beaches and coastal communities before they reach the oceans. Designed to take your running to a new level, without compromising on style. Cushioning, support and flexibility combined. UltraBOOST 20 running shoes have a uniquely responsive feel for a confident ride. Paired with a flexible Primeknit upper, that adapts to the shape of your feet during your run. This model features improved performance elements, whilst maintaining a sleek silhouette.",3.3,35,2020-04-13T15:07:20
Women's adidas Running Ultraboost 19 Shoes,G27491,17999,12599,30,Adidas SPORT PERFORMANCE,Running reinvented. These high-performance neutral running shoes deliver unrivaled comfort and energy return. The lightweight and propulsive shoes have a seamless knit upper that's engineered with motion weave technology to provide stretch while also holding your foot in place while you run. The second-skin fit follows the shape of your foot to reduce pressure points.,3.4,25,2020-04-13T15:07:20
